Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Purchased_Based_on_Recommendation,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,beauty and personal care,clothing and fashion,groceries and gourmet food,home and kitchen,others
2023-06-08 17:06:30-05:30,18,male,once a week,"['beauty and personal care', 'clothing and fashion']",sometimes,multiple times a day,categories,first page,3,no,often,found a better price elsewhere,sometimes,no,moderately,no,3,no,3,2,competitive prices,reducing packaging waste,1,1,0,0,0
2023-06-08 17:07:19-05:30,40,male,less than once a month,"['home and kitchen', 'others']",no,few times a week,keyword,multiple pages,3,no,often,found a better price elsewhere,often,no,moderately,no,2,no,2,2,competitive prices,product quality and accuracy,0,0,0,1,1
2023-06-08 17:07:35-05:30,19,female,few times a month,"['beauty and personal care', 'clothing and fashion']",yes,multiple times a day,keyword,multiple pages,1,maybe,often,found a better price elsewhere,often,yes,heavily,yes,1,yes,1,1,wide product selection,customer service responsiveness,1,1,0,0,0
2023-06-08 17:09:31-05:30,43,male,less than once a month,"['groceries and gourmet food', 'home and kitchen']",no,rarely,keyword,multiple pages,3,maybe,sometimes,found a better price elsewhere,sometimes,no,occasionally,sometimes,1,sometimes,3,2,wide product selection,customer service responsiveness,0,0,1,1,0
2023-06-08 17:11:27-05:30,25,prefer not to say,once a week,"['clothing and fashion', 'home and kitchen', 'others']",no,few times a month,categories,multiple pages,3,maybe,sometimes,changed my mind or no longer need the item,often,no,occasionally,no,4,no,2,3,competitive prices,reducing packaging waste,0,1,0,1,1
2023-06-08 17:13:33-05:30,22,female,once a month,"['beauty and personal care', 'clothing and fashion', 'others']",sometimes,multiple times a day,keyword,multiple pages,1,maybe,sometimes,found a better price elsewhere,sometimes,yes,moderately,yes,1,sometimes,2,1,competitive prices,product quality and accuracy,1,1,0,0,1
2023-06-08 17:15:27-05:30,34,male,less than once a month,"['groceries and gourmet food', 'beauty and personal care', 'clothing and fashion', 'home and kitchen', 'others']",sometimes,multiple times a day,keyword,multiple pages,1,yes,often,changed my mind or no longer need the item,often,yes,heavily,sometimes,1,yes,1,1,competitive prices,customer service responsiveness,1,1,1,1,1
2023-06-08 17:16:17-05:30,30,prefer not to say,few times a month,"['beauty and personal care', 'clothing and fashion', 'home and kitchen', 'others']",sometimes,few times a month,others,first page,4,maybe,sometimes,high shipping costs,often,no,moderately,sometimes,2,sometimes,4,3,user-friendly website/app interface,reducing packaging waste,1,1,0,1,1
2023-06-08 17:17:10-05:30,31,others,once a month,['home and kitchen'],sometimes,few times a week,filter,first page,3,no,often,changed my mind or no longer need the item,sometimes,yes,occasionally,sometimes,4,no,2,2,wide product selection,reducing packaging waste,0,0,0,1,0
2023-06-08 17:19:23-05:30,31,female,few times a month,"['clothing and fashion', 'home and kitchen']",sometimes,few times a week,categories,multiple pages,3,no,sometimes,changed my mind or no longer need the item,often,no,moderately,no,2,no,2,2,competitive prices,shipping speed and reliability,0,1,0,1,0
2023-06-08 17:19:41-05:30,34,prefer not to say,multiple times a week,['beauty and personal care'],yes,multiple times a day,keyword,multiple pages,1,yes,always,high shipping costs,always,yes,heavily,yes,5,yes,5,5,wide product selection,product quality and accuracy,1,0,0,0,0
2023-06-08 17:19:56-05:30,26,female,once a month,['clothing and fashion'],no,few times a week,categories,multiple pages,1,yes,always,high shipping costs,often,yes,moderately,yes,1,yes,1,3,user-friendly website/app interface,product quality and accuracy,0,1,0,0,0
2023-06-08 17:20:43-05:30,26,male,once a month,"['groceries and gourmet food', 'beauty and personal care', 'clothing and fashion', 'home and kitchen', 'others']",yes,multiple times a day,keyword,multiple pages,1,maybe,sometimes,found a better price elsewhere,sometimes,yes,heavily,yes,1,sometimes,1,1,product recommendations,customer service responsiveness,1,1,1,1,1
2023-06-08 17:20:57-05:30,24,prefer not to say,less than once a month,"['clothing and fashion', 'others']",sometimes,rarely,others,first page,4,maybe,rarely,changed my mind or no longer need the item,rarely,no,rarely,no,4,sometimes,4,4,product recommendations,customer service responsiveness,0,1,0,0,1
2023-06-08 17:22:08-05:30,26,female,once a month,"['beauty and personal care', 'clothing and fashion', 'home and kitchen', 'others']",no,few times a week,categories,multiple pages,3,maybe,rarely,changed my mind or no longer need the item,rarely,no,rarely,sometimes,4,no,4,3,competitive prices,customer service responsiveness,1,1,0,1,1
2023-06-08 17:23:05-05:30,29,male,less than once a month,"['groceries and gourmet food', 'beauty and personal care', 'home and kitchen']",sometimes,few times a week,keyword,multiple pages,1,yes,sometimes,changed my mind or no longer need the item,rarely,no,moderately,sometimes,3,sometimes,2,1,product recommendations,reducing packaging waste,1,0,1,1,0
2023-06-08 17:23:08-05:30,37,prefer not to say,few times a month,"['beauty and personal care', 'clothing and fashion']",yes,multiple times a day,filter,first page,2,yes,sometimes,changed my mind or no longer need the item,sometimes,no,occasionally,sometimes,3,no,3,2,user-friendly website/app interface,product quality and accuracy,1,1,0,0,0
2023-06-08 17:24:42-05:30,34,others,few times a month,['clothing and fashion'],sometimes,few times a week,filter,first page,3,maybe,often,changed my mind or no longer need the item,often,no,moderately,yes,3,no,3,3,user-friendly website/app interface,customer service responsiveness,0,1,0,0,0
2023-06-08 17:25:27-05:30,31,female,once a month,"['groceries and gourmet food', 'beauty and personal care', 'clothing and fashion', 'home and kitchen', 'others']",yes,few times a week,keyword,multiple pages,1,maybe,often,found a better price elsewhere,often,no,heavily,yes,2,sometimes,3,1,competitive prices,customer service responsiveness,1,1,1,1,1
2023-06-08 17:25:40-05:30,27,male,multiple times a week,"['beauty and personal care', 'clothing and fashion']",no,few times a month,categories,first page,3,yes,always,changed my mind or no longer need the item,often,no,moderately,yes,2,yes,2,2,product recommendations,customer service responsiveness,1,1,0,0,0
2023-06-08 17:27:22-05:30,23,male,once a month,"['clothing and fashion', 'home and kitchen', 'others']",sometimes,few times a month,categories,first page,3,no,sometimes,found a better price elsewhere,sometimes,no,occasionally,no,2,yes,1,2,wide product selection,product quality and accuracy,0,1,0,1,1
2023-06-08 17:28:09-05:30,21,prefer not to say,once a month,"['beauty and personal care', 'home and kitchen', 'others']",sometimes,few times a month,categories,first page,3,maybe,always,found a better price elsewhere,often,yes,heavily,yes,2,no,2,2,wide product selection,customer service responsiveness,1,0,0,1,1
2023-06-08 17:28:47-05:30,53,male,less than once a month,"['groceries and gourmet food', 'home and kitchen']",yes,few times a week,keyword,multiple pages,2,yes,often,found a better price elsewhere,often,no,moderately,sometimes,1,sometimes,2,1,wide product selection,customer service responsiveness,0,0,1,1,0
2023-06-08 17:29:01-05:30,26,prefer not to say,once a month,"['groceries and gourmet food', 'beauty and personal care', 'clothing and fashion', 'others']",no,few times a week,keyword,multiple pages,2,maybe,often,changed my mind or no longer need the item,often,yes,occasionally,yes,3,sometimes,2,2,competitive prices,shipping speed and reliability,1,1,1,0,1
2023-06-08 17:30:12-05:30,28,prefer not to say,few times a month,"['beauty and personal care', 'clothing and fashion', 'home and kitchen']",sometimes,few times a month,categories,first page,3,no,sometimes,changed my mind or no longer need the item,often,no,moderately,sometimes,2,yes,2,2,competitive prices,customer service responsiveness,1,1,0,1,0
2023-06-08 17:30:34-05:30,47,female,once a month,"['groceries and gourmet food', 'beauty and personal care', 'clothing and fashion', 'home and kitchen', 'others']",yes,multiple times a day,keyword,multiple pages,3,maybe,sometimes,found a better price elsewhere,sometimes,yes,occasionally,sometimes,2,sometimes,3,2,competitive prices,customer service responsiveness,1,1,1,1,1
2023-06-08 17:31:03-05:30,37,prefer not to say,once a week,"['clothing and fashion', 'home and kitchen', 'others']",yes,multiple times a day,keyword,multiple pages,1,yes,always,found a better price elsewhere,often,yes,heavily,yes,2,no,2,2,competitive prices,product quality and accuracy,0,1,0,1,1
2023-06-08 17:32:09-05:30,37,prefer not to say,once a week,"['groceries and gourmet food', 'beauty and personal care', 'others']",sometimes,few times a week,filter,multiple pages,1,no,often,found a better price elsewhere,often,yes,heavily,no,3,no,1,1,product recommendations,shipping speed and reliability,1,0,1,0,1
2023-06-08 17:32:12-05:30,39,male,less than once a month,"['groceries and gourmet food', 'beauty and personal care', 'clothing and fashion', 'home and kitchen', 'others']",yes,few times a week,keyword,multiple pages,3,maybe,sometimes,found a better price elsewhere,often,yes,rarely,sometimes,5,sometimes,3,2,competitive prices,shipping speed and reliability,1,1,1,1,1
2023-06-08 17:33:01-05:30,40,prefer not to say,few times a month,"['groceries and gourmet food', 'clothing and fashion']",no,few times a month,categories,first page,3,no,often,found a better price elsewhere,sometimes,no,moderately,sometimes,2,no,2,3,wide product selection,customer service responsiveness,0,1,1,0,0
2023-06-08 17:33:12-05:30,23,female,few times a month,"['groceries and gourmet food', 'beauty and personal care']",sometimes,few times a month,keyword,multiple pages,1,yes,often,found a better price elsewhere,never,yes,moderately,yes,2,no,2,1,user-friendly website/app interface,shipping speed and reliability,1,0,1,0,0
2023-06-08 17:34:27-05:30,25,prefer not to say,few times a month,"['clothing and fashion', 'home and kitchen', 'others']",no,few times a week,keyword,multiple pages,2,maybe,often,found a better price elsewhere,sometimes,yes,moderately,yes,2,no,2,2,product recommendations,product quality and accuracy,0,1,0,1,1
2023-06-08 17:35:01-05:30,34,female,multiple times a week,"['beauty and personal care', 'clothing and fashion']",yes,multiple times a day,keyword,multiple pages,5,yes,always,changed my mind or no longer need the item,always,yes,rarely,sometimes,5,sometimes,4,1,competitive prices,customer service responsiveness,1,1,0,0,0
2023-06-08 17:35:25-05:30,26,female,few times a month,"['groceries and gourmet food', 'clothing and fashion', 'home and kitchen', 'others']",no,few times a week,keyword,multiple pages,2,yes,often,changed my mind or no longer need the item,sometimes,no,occasionally,sometimes,2,sometimes,2,2,competitive prices,shipping speed and reliability,0,1,1,1,1
2023-06-08 17:36:14-05:30,31,prefer not to say,once a week,"['clothing and fashion', 'home and kitchen', 'others']",no,multiple times a day,keyword,first page,3,maybe,sometimes,changed my mind or no longer need the item,rarely,yes,moderately,no,4,no,2,3,product recommendations,customer service responsiveness,0,1,0,1,1
2023-06-08 17:37:13-05:30,26,female,few times a month,"['clothing and fashion', 'home and kitchen']",sometimes,rarely,categories,multiple pages,4,no,rarely,found a better price elsewhere,sometimes,no,occasionally,sometimes,4,no,2,2,wide product selection,product quality and accuracy,0,1,0,1,0
2023-06-08 17:37:58-05:30,34,female,few times a month,"['groceries and gourmet food', 'beauty and personal care', 'clothing and fashion', 'home and kitchen', 'others']",sometimes,few times a month,categories,multiple pages,3,maybe,sometimes,changed my mind or no longer need the item,often,yes,occasionally,no,2,sometimes,3,3,product recommendations,customer service responsiveness,1,1,1,1,1
2023-06-08 17:38:01-05:30,18,female,few times a month,"['beauty and personal care', 'clothing and fashion']",yes,multiple times a day,keyword,multiple pages,3,maybe,often,found a better price elsewhere,sometimes,no,occasionally,sometimes,3,sometimes,3,1,wide product selection,customer service responsiveness,1,1,0,0,0
2023-06-08 17:38:57-05:30,40,male,few times a month,"['groceries and gourmet food', 'beauty and personal care', 'clothing and fashion']",sometimes,few times a month,others,multiple pages,3,no,often,high shipping costs,often,no,moderately,sometimes,2,yes,2,2,product recommendations,customer service responsiveness,1,1,1,0,0
2023-06-08 17:39:54-05:30,42,female,few times a month,"['clothing and fashion', 'home and kitchen', 'others']",no,few times a week,keyword,first page,3,maybe,often,changed my mind or no longer need the item,rarely,no,occasionally,no,3,sometimes,4,2,product recommendations,customer service responsiveness,0,1,0,1,1
2023-06-08 17:39:57-05:30,35,prefer not to say,once a month,"['groceries and gourmet food', 'beauty and personal care', 'clothing and fashion', 'home and kitchen', 'others']",sometimes,multiple times a day,keyword,multiple pages,1,maybe,sometimes,changed my mind or no longer need the item,sometimes,yes,moderately,sometimes,1,sometimes,2,1,competitive prices,customer service responsiveness,1,1,1,1,1
2023-06-08 17:40:49-05:30,37,male,once a month,"['clothing and fashion', 'home and kitchen', 'others']",no,few times a week,filter,first page,3,yes,often,found a better price elsewhere,sometimes,no,occasionally,no,2,sometimes,2,2,wide product selection,customer service responsiveness,0,1,0,1,1
2023-06-08 17:41:46-05:30,46,male,less than once a month,"['home and kitchen', 'others']",sometimes,rarely,others,first page,4,maybe,never,others,rarely,no,rarely,sometimes,4,sometimes,4,4,product recommendations,product quality and accuracy,0,0,0,1,1
2023-06-08 17:42:23-05:30,24,prefer not to say,few times a month,"['beauty and personal care', 'clothing and fashion']",sometimes,few times a week,keyword,multiple pages,5,maybe,often,found a better price elsewhere,sometimes,no,rarely,sometimes,5,sometimes,4,2,competitive prices,no problems with amazon,1,1,0,0,0
2023-06-08 17:42:27-05:30,35,prefer not to say,once a month,"['groceries and gourmet food', 'beauty and personal care']",no,few times a week,filter,multiple pages,3,no,sometimes,found a better price elsewhere,often,yes,moderately,no,2,no,3,2,competitive prices,product quality and accuracy,1,0,1,0,0
2023-06-08 17:43:45-05:30,46,female,once a month,"['groceries and gourmet food', 'beauty and personal care', 'clothing and fashion', 'home and kitchen']",sometimes,few times a week,filter,first page,2,maybe,sometimes,found a better price elsewhere,often,no,moderately,sometimes,2,no,2,2,competitive prices,shipping speed and reliability,1,1,1,1,0
2023-06-08 17:44:57-05:30,32,others,once a month,"['groceries and gourmet food', 'beauty and personal care', 'clothing and fashion', 'home and kitchen', 'others']",yes,multiple times a day,keyword,multiple pages,2,maybe,sometimes,found a better price elsewhere,sometimes,no,moderately,sometimes,2,sometimes,2,1,product recommendations,customer service responsiveness,1,1,1,1,1
2023-06-08 17:45:08-05:30,35,female,few times a month,"['beauty and personal care', 'clothing and fashion', 'home and kitchen']",sometimes,multiple times a day,keyword,multiple pages,2,no,sometimes,high shipping costs,often,no,moderately,sometimes,2,no,2,2,product recommendations,customer service responsiveness,1,1,0,1,0
2023-06-08 17:45:59-05:30,36,female,few times a month,"['beauty and personal care', 'clothing and fashion', 'home and kitchen']",yes,few times a week,filter,multiple pages,2,no,sometimes,changed my mind or no longer need the item,sometimes,no,moderately,no,2,sometimes,2,1,wide product selection,reducing packaging waste,1,1,0,1,0
2023-06-08 17:47:32-05:30,43,prefer not to say,less than once a month,"['groceries and gourmet food', 'home and kitchen', 'others']",sometimes,rarely,keyword,multiple pages,1,maybe,sometimes,found a better price elsewhere,sometimes,no,heavily,yes,1,sometimes,3,1,competitive prices,no problems with amazon,0,0,1,1,1
2023-06-08 17:48:14-05:30,20,prefer not to say,multiple times a week,"['beauty and personal care', 'clothing and fashion', 'home and kitchen', 'others']",sometimes,multiple times a day,categories,first page,3,yes,often,found a better price elsewhere,often,yes,moderately,no,4,no,2,2,product recommendations,product quality and accuracy,1,1,0,1,1
2023-06-08 17:48:55-05:30,34,female,multiple times a week,"['beauty and personal care', 'clothing and fashion', 'home and kitchen']",sometimes,multiple times a day,categories,multiple pages,2,maybe,sometimes,changed my mind or no longer need the item,sometimes,no,moderately,sometimes,2,no,1,1,user-friendly website/app interface,product quality and accuracy,1,1,0,1,0
2023-06-08 17:49:56-05:30,34,male,less than once a month,"['groceries and gourmet food', 'beauty and personal care', 'clothing and fashion', 'home and kitchen', 'others']",yes,few times a month,keyword,multiple pages,3,maybe,sometimes,found a better price elsewhere,often,no,occasionally,sometimes,1,sometimes,3,1,competitive prices,customer service responsiveness,1,1,1,1,1
2023-06-08 17:49:59-05:30,47,female,few times a month,"['beauty and personal care', 'clothing and fashion', 'home and kitchen', 'others']",no,multiple times a day,unknown,multiple pages,1,maybe,sometimes,found a better price elsewhere,often,no,moderately,no,2,no,3,2,wide product selection,shipping speed and reliability,1,1,0,1,1
2023-06-08 17:52:26-05:30,25,female,few times a month,"['clothing and fashion', 'home and kitchen', 'others']",yes,few times a week,filter,multiple pages,3,yes,often,found a better price elsewhere,sometimes,no,occasionally,no,2,no,4,3,product recommendations,shipping speed and reliability,0,1,0,1,1
2023-06-08 17:52:44-05:30,21,prefer not to say,once a month,"['beauty and personal care', 'clothing and fashion']",sometimes,multiple times a day,keyword,multiple pages,1,maybe,sometimes,found a better price elsewhere,sometimes,no,heavily,yes,3,sometimes,1,1,competitive prices,customer service responsiveness,1,1,0,0,0
2023-06-08 17:53:11-05:30,24,prefer not to say,once a month,"['clothing and fashion', 'home and kitchen']",no,few times a month,categories,multiple pages,2,no,often,found a better price elsewhere,sometimes,no,occasionally,no,3,no,1,1,competitive prices,customer service responsiveness,0,1,0,1,0
2023-06-08 17:54:05-05:30,36,female,few times a month,"['groceries and gourmet food', 'beauty and personal care', 'clothing and fashion']",yes,few times a month,categories,first page,3,no,sometimes,changed my mind or no longer need the item,often,yes,rarely,sometimes,2,yes,2,1,product recommendations,customer service responsiveness,1,1,1,0,0
2023-06-08 17:54:49-05:30,46,male,few times a month,"['clothing and fashion', 'home and kitchen']",no,few times a month,filter,multiple pages,3,no,sometimes,changed my mind or no longer need the item,sometimes,yes,moderately,yes,1,sometimes,3,2,product recommendations,reducing packaging waste,0,1,0,1,0
2023-06-08 17:55:15-05:30,27,male,once a month,"['beauty and personal care', 'clothing and fashion', 'home and kitchen']",sometimes,few times a month,keyword,multiple pages,1,yes,often,found a better price elsewhere,often,yes,heavily,yes,1,no,5,1,competitive prices,customer service responsiveness,1,1,0,1,0
2023-06-08 17:55:54-05:30,25,male,few times a month,"['clothing and fashion', 'home and kitchen']",no,few times a month,filter,first page,2,no,often,found a better price elsewhere,sometimes,no,moderately,sometimes,2,sometimes,3,1,wide product selection,product quality and accuracy,0,1,0,1,0
2023-06-08 17:57:03-05:30,43,male,once a week,"['beauty and personal care', 'clothing and fashion', 'home and kitchen']",sometimes,few times a week,keyword,multiple pages,1,yes,always,found a better price elsewhere,sometimes,no,occasionally,no,2,sometimes,5,2,wide product selection,customer service responsiveness,1,1,0,1,0
2023-06-08 17:57:34-05:30,32,prefer not to say,multiple times a week,"['beauty and personal care', 'clothing and fashion']",sometimes,few times a week,keyword,multiple pages,1,maybe,often,found a better price elsewhere,sometimes,no,heavily,sometimes,1,yes,2,1,competitive prices,customer service responsiveness,1,1,0,0,0
2023-06-08 17:58:03-05:30,18,male,once a week,"['clothing and fashion', 'home and kitchen']",sometimes,few times a week,categories,multiple pages,2,no,often,others,often,no,moderately,sometimes,3,sometimes,3,3,product recommendations,reducing packaging waste,0,1,0,1,0
2023-06-08 17:58:43-05:30,45,female,multiple times a week,"['beauty and personal care', 'clothing and fashion', 'home and kitchen']",no,few times a month,categories,first page,3,maybe,never,high shipping costs,sometimes,no,occasionally,no,3,no,2,3,product recommendations,reducing packaging waste,1,1,0,1,0
2023-06-08 17:59:20-05:30,25,prefer not to say,once a month,"['beauty and personal care', 'clothing and fashion', 'others']",yes,few times a week,keyword,multiple pages,1,yes,often,found a better price elsewhere,often,no,heavily,yes,1,yes,2,1,product recommendations,reducing packaging waste,1,1,0,0,1
2023-06-08 17:59:25-05:30,45,male,less than once a month,"['clothing and fashion', 'home and kitchen']",sometimes,few times a month,filter,multiple pages,2,no,sometimes,changed my mind or no longer need the item,sometimes,no,occasionally,sometimes,2,no,2,3,product recommendations,customer service responsiveness,0,1,0,1,0
2023-06-08 18:00:06-05:30,32,female,once a week,"['groceries and gourmet food', 'beauty and personal care', 'clothing and fashion', 'home and kitchen', 'others']",sometimes,few times a week,filter,multiple pages,2,maybe,often,found a better price elsewhere,sometimes,yes,occasionally,no,2,no,3,2,product recommendations,customer service responsiveness,1,1,1,1,1
2023-06-08 18:00:20-05:30,42,female,once a month,"['groceries and gourmet food', 'beauty and personal care', 'clothing and fashion', 'home and kitchen', 'others']",sometimes,few times a month,keyword,multiple pages,1,maybe,always,high shipping costs,often,yes,moderately,yes,1,no,2,2,wide product selection,customer service responsiveness,1,1,1,1,1
2023-06-08 18:00:50-05:30,35,female,multiple times a week,"['clothing and fashion', 'home and kitchen']",no,few times a month,categories,first page,4,maybe,sometimes,changed my mind or no longer need the item,often,no,occasionally,sometimes,3,no,3,4,product recommendations,customer service responsiveness,0,1,0,1,0
2023-06-08 18:01:31-05:30,35,female,few times a month,"['groceries and gourmet food', 'clothing and fashion', 'home and kitchen', 'others']",no,few times a month,others,first page,4,maybe,often,found a better price elsewhere,sometimes,yes,occasionally,sometimes,4,sometimes,4,3,competitive prices,customer service responsiveness,0,1,1,1,1
2023-06-08 18:01:33-05:30,52,male,multiple times a week,"['groceries and gourmet food', 'beauty and personal care', 'others']",yes,few times a week,keyword,multiple pages,2,maybe,always,found a better price elsewhere,always,yes,moderately,sometimes,3,sometimes,1,1,user-friendly website/app interface,shipping speed and reliability,1,0,1,0,1
2023-06-08 18:39:59-05:30,24,female,less than once a month,['home and kitchen'],no,rarely,categories,multiple pages,1,yes,sometimes,found a better price elsewhere,rarely,yes,heavily,yes,4,yes,1,3,competitive prices,product quality and accuracy,0,0,0,1,0
2023-06-08 19:46:31-05:30,28,female,once a week,"['beauty and personal care', 'clothing and fashion', 'home and kitchen']",no,few times a week,keyword,first page,2,yes,often,found a better price elsewhere,sometimes,no,moderately,yes,2,no,3,2,wide product selection,product quality and accuracy,1,1,0,1,0
2023-06-08 19:50:55-05:30,33,female,multiple times a week,"['beauty and personal care', 'clothing and fashion', 'home and kitchen']",no,multiple times a day,keyword,multiple pages,2,yes,often,found a better price elsewhere,sometimes,no,moderately,yes,2,yes,2,2,user-friendly website/app interface,product quality and accuracy,1,1,0,1,0
2023-06-08 20:26:58-05:30,23,female,less than once a month,"['beauty and personal care', 'clothing and fashion', 'home and kitchen']",sometimes,rarely,keyword,multiple pages,3,maybe,rarely,changed my mind or no longer need the item,never,yes,moderately,sometimes,4,sometimes,5,5,wide product selection,product quality and accuracy,1,1,0,1,0
2023-06-08 21:17:38-05:30,21,female,less than once a month,"['beauty and personal care', 'clothing and fashion']",yes,few times a month,keyword,multiple pages,2,yes,sometimes,changed my mind or no longer need the item,rarely,no,moderately,yes,1,yes,2,2,user-friendly website/app interface,product quality and accuracy,1,1,0,0,0
2023-06-08 21:39:30-05:30,34,female,few times a month,['home and kitchen'],no,few times a month,categories,first page,3,no,always,found a better price elsewhere,sometimes,no,occasionally,no,1,no,3,3,product recommendations,reducing packaging waste,0,0,0,1,0
2023-06-08 21:39:55-05:30,23,prefer not to say,once a month,['clothing and fashion'],no,few times a month,filter,multiple pages,2,no,sometimes,found a better price elsewhere,sometimes,no,occasionally,no,3,sometimes,2,2,competitive prices,customer service responsiveness,0,1,0,0,0
2023-06-08 21:40:24-05:30,34,prefer not to say,few times a month,['beauty and personal care'],sometimes,rarely,others,multiple pages,3,no,sometimes,found a better price elsewhere,sometimes,yes,occasionally,no,2,sometimes,2,5,user-friendly website/app interface,shipping speed and reliability,1,0,0,0,0
2023-06-08 21:40:50-05:30,34,female,once a week,['home and kitchen'],no,few times a week,filter,multiple pages,3,no,sometimes,changed my mind or no longer need the item,sometimes,no,moderately,yes,2,sometimes,2,2,competitive prices,reducing packaging waste,0,0,0,1,0
2023-06-08 22:13:41-05:30,25,female,less than once a month,['others'],sometimes,rarely,categories,first page,3,maybe,rarely,found a better price elsewhere,never,no,never,sometimes,3,sometimes,3,3,product recommendations,shipping speed and reliability,0,0,0,0,1
2023-06-08 22:21:20-05:30,32,male,less than once a month,['others'],sometimes,rarely,categories,first page,1,no,always,changed my mind or no longer need the item,never,no,moderately,yes,2,sometimes,2,2,wide product selection,customer service responsiveness,0,0,0,0,1
2023-06-08 22:24:19-05:30,24,female,few times a month,['home and kitchen'],yes,few times a week,keyword,first page,1,yes,often,others,sometimes,yes,heavily,yes,2,yes,2,2,wide product selection,product quality and accuracy,0,0,0,1,0
2023-06-08 22:38:16-05:30,34,female,few times a month,['clothing and fashion'],sometimes,few times a month,categories,multiple pages,3,maybe,rarely,changed my mind or no longer need the item,rarely,no,never,sometimes,5,no,1,3,product recommendations,reducing packaging waste,0,1,0,0,0
2023-06-08 22:38:51-05:30,44,male,once a week,['beauty and personal care'],sometimes,few times a week,categories,first page,3,maybe,sometimes,changed my mind or no longer need the item,sometimes,yes,occasionally,sometimes,3,sometimes,3,3,product recommendations,reducing packaging waste,1,0,0,0,0
2023-06-08 22:39:27-05:30,23,female,once a week,"['beauty and personal care', 'clothing and fashion', 'home and kitchen']",sometimes,few times a week,filter,multiple pages,2,maybe,sometimes,changed my mind or no longer need the item,rarely,yes,moderately,sometimes,2,no,2,1,wide product selection,customer service responsiveness,1,1,0,1,0
2023-06-08 22:39:59-05:30,23,female,few times a month,['clothing and fashion'],sometimes,rarely,categories,first page,3,no,sometimes,found a better price elsewhere,often,yes,moderately,no,3,no,4,2,product recommendations,customer service responsiveness,0,1,0,0,0
2023-06-08 22:40:33-05:30,34,female,once a week,['beauty and personal care'],sometimes,few times a month,keyword,multiple pages,4,maybe,often,found a better price elsewhere,sometimes,yes,occasionally,sometimes,3,no,2,2,product recommendations,reducing packaging waste,1,0,0,0,0
2023-06-08 22:41:11-05:30,23,female,once a week,"['beauty and personal care', 'clothing and fashion']",yes,multiple times a day,filter,first page,3,no,often,found a better price elsewhere,often,yes,occasionally,no,3,yes,1,4,competitive prices,reducing packaging waste,1,1,0,0,0
2023-06-09 03:47:38-05:30,36,female,once a month,['home and kitchen'],no,few times a week,categories,multiple pages,3,yes,sometimes,found a better price elsewhere,sometimes,no,occasionally,yes,3,yes,3,2,user-friendly website/app interface,product quality and accuracy,0,0,0,1,0
2023-06-09 08:10:05-05:30,24,female,few times a month,"['groceries and gourmet food', 'beauty and personal care', 'clothing and fashion', 'home and kitchen', 'others']",sometimes,multiple times a day,keyword,multiple pages,2,yes,sometimes,changed my mind or no longer need the item,often,yes,occasionally,no,3,no,3,3,competitive prices,customer service responsiveness,1,1,1,1,1
2023-06-09 09:31:57-05:30,21,female,once a week,"['beauty and personal care', 'clothing and fashion', 'others']",no,few times a week,filter,multiple pages,4,yes,often,high shipping costs,always,yes,heavily,yes,3,yes,3,3,product recommendations,reducing packaging waste,1,1,0,0,1
2023-06-09 09:32:44-05:30,21,female,few times a month,['clothing and fashion'],sometimes,few times a week,categories,multiple pages,3,yes,often,found a better price elsewhere,sometimes,yes,moderately,yes,2,yes,2,2,competitive prices,customer service responsiveness,0,1,0,0,0
2023-06-09 09:33:35-05:30,45,male,once a month,['clothing and fashion'],sometimes,multiple times a day,keyword,multiple pages,3,maybe,always,found a better price elsewhere,often,yes,occasionally,yes,2,no,3,2,competitive prices,product quality and accuracy,0,1,0,0,0
2023-06-09 09:34:07-05:30,21,female,once a week,['beauty and personal care'],sometimes,few times a month,filter,multiple pages,2,maybe,often,found a better price elsewhere,often,no,occasionally,no,2,sometimes,2,2,competitive prices,customer service responsiveness,1,0,0,0,0
2023-06-09 09:34:44-05:30,23,female,once a week,['clothing and fashion'],yes,few times a week,categories,first page,3,maybe,often,found a better price elsewhere,sometimes,yes,moderately,yes,2,sometimes,2,2,product recommendations,reducing packaging waste,0,1,0,0,0
2023-06-09 09:35:19-05:30,21,female,once a week,"['groceries and gourmet food', 'beauty and personal care', 'home and kitchen']",yes,few times a month,keyword,first page,2,no,sometimes,changed my mind or no longer need the item,rarely,yes,moderately,yes,3,sometimes,1,1,product recommendations,reducing packaging waste,1,0,1,1,0
2023-06-09 09:35:57-05:30,34,female,once a month,['clothing and fashion'],sometimes,few times a week,categories,multiple pages,2,maybe,often,changed my mind or no longer need the item,sometimes,yes,moderately,sometimes,2,no,3,3,product recommendations,reducing packaging waste,0,1,0,0,0
2023-06-09 09:37:15-05:30,21,female,few times a month,['beauty and personal care'],sometimes,few times a month,categories,multiple pages,3,maybe,sometimes,changed my mind or no longer need the item,rarely,yes,rarely,sometimes,2,sometimes,3,3,product recommendations,reducing packaging waste,1,0,0,0,0
